order_number,created_at,payment_details,paymentId,order_id,txnid
3597,"11/02/2021, 11:42 AM","{""ORDERID"":""16080937287831-20210211103347"",""MID"":""WeWork88667919530823"",""TXNID"":""20210211111212800110168659482128450"",""TXNAMOUNT"":""7080.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-11 16:03:47.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16080937287831"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70449220237"",""BANKNAME"":""ICICI Bank""}",,16080937287831-20210211103347,20210211111212800110168659482128450
3583,"11/02/2021, 01:01 PM","{""ORDERID"":""16081231610007-20210211073201"",""MID"":""WeWork88667919530823"",""TXNID"":""20210211111212800110168474081500785"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-11 13:02:02.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16081231610007"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210424531772"",""BANKNAME"":""HDFC""}",,16081231610007-20210211073201,20210211111212800110168474081500785
3584,"11/02/2021, 01:01 PM","{""ORDERID"":""16081240096919-20210211073449"",""MID"":""WeWork88667919530823"",""TXNID"":""20210211111212800110168791182043907"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-11 13:04:50.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16081240096919"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210424533391"",""BANKNAME"":""HDFC""}",,16081240096919-20210211073449,20210211111212800110168791182043907
3627,"11/02/2021, 05:10 PM","{""ORDERID"":""16087003955351-20210212043701"",""MID"":""WeWork88667919530823"",""TXNID"":""20210212111212800110168532182237682"",""TXNAMOUNT"":""4425.00"",""PAYMENTMODE"":""PPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-12 10:07:03.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16087003955351"",""GATEWAYNAME"":""WALLET"",""BANKTXNID"":""152720327058"",""BANKNAME"":""WALLET""}",,16087003955351-20210212043701,20210212111212800110168532182237682
5649,"12/02/2021, 11:26 AM","{""ORDERID"":""19824664412311-20210316090830"",""MID"":""WeWork88667919530823"",""TXNID"":""20210316111212800110168428790597582"",""TXNAMOUNT"":""354.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-03-16 14:38:30.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19824664412311"",""GATEWAYNAME"":""PPBLC"",""BANKTXNID"":""107553124745""}",,19824664412311-20210316090830,20210316111212800110168428790597582
5679,"12/02/2021, 11:27 AM","{""ORDERID"":""19851603673239-20210316182827"",""MID"":""WeWork88667919530823"",""TXNID"":""20210316111212800110168812390867718"",""TXNAMOUNT"":""33.04"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-03-16 23:58:27.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""19851603673239"",""GATEWAYNAME"":""ICICI"",""BANKTXNID"":""107523222870""}",,19851603673239-20210316182827,20210316111212800110168812390867718
3664,"12/02/2021, 12:46 PM","{""ORDERID"":""16087647879319-20210212072331"",""MID"":""WeWork88667919530823"",""TXNID"":""20210212111212800110168576582198319"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-12 12:53:32.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16087647879319"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70456036074"",""BANKNAME"":""ICICI Bank""}",,16087647879319-20210212072331,20210212111212800110168576582198319
3666,"12/02/2021, 01:04 PM","{""CURRENCY"":""INR"",""GATEWAYNAME"":""WALLET"",""RESPMSG"":""Txn Success"",""BANKNAME"":""WALLET"",""PAYMENTMODE"":""PPI"",""MID"":""WeWork88667919530823"",""MERC_UNQ_REF"":""16087692738711"",""RESPCODE"":""01"",""TXNID"":""20210212111212800110168660881540673"",""TXNAMOUNT"":""590.00"",""ORDERID"":""16087692738711-20210212073601"",""STATUS"":""TXN_SUCCESS"",""BANKTXNID"":""152731086532"",""TXNDATE"":""2021-02-12 13:06:02.0""}",,16087692738711-20210212073601,20210212111212800110168660881540673
3673,"12/02/2021, 02:52 PM","{""ORDERID"":""16088287084695-20210212101343"",""MID"":""WeWork88667919530823"",""TXNID"":""20210212111212800110168372681427296"",""TXNAMOUNT"":""10030.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-12 15:43:46.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16088287084695"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70457290394"",""BANKNAME"":""Kotak Bank""}",,16088287084695-20210212101343,20210212111212800110168372681427296
3993,"12/02/2021, 03:27 PM","{""CURRENCY"":""INR"",""GATEWAYNAME"":""WALLET"",""RESPMSG"":""Txn Success"",""BANKNAME"":""WALLET"",""PAYMENTMODE"":""PPI"",""MID"":""WeWork88667919530823"",""MERC_UNQ_REF"":""16125698211991"",""RESPCODE"":""01"",""TXNID"":""20210218111212800110168088083739237"",""TXNAMOUNT"":""236.00"",""ORDERID"":""16125698211991-20210218062518"",""STATUS"":""TXN_SUCCESS"",""BANKTXNID"":""153081067994"",""TXNDATE"":""2021-02-18 11:55:19.0""}",,16125698211991-20210218062518,20210218111212800110168088083739237
3676,"12/02/2021, 04:30 PM","{""ORDERID"":""16088469012631-20210212110251"",""MID"":""WeWork88667919530823"",""TXNID"":""20210212111212800110168505282062043"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-12 16:32:52.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16088469012631"",""GATEWAYNAME"":""SBI"",""BANKTXNID"":""IGAKMNWRX2"",""BANKNAME"":""SBI""}",,16088469012631-20210212110251,20210212111212800110168505282062043
3940,"15/02/2021, 09:15 AM","{""ORDERID"":""16120827642007-20210217115714"",""MID"":""WeWork88667919530823"",""TXNID"":""20210217111212800110168396983777935"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-17 17:27:14.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16120827642007"",""GATEWAYNAME"":""BOBFSS"",""BANKTXNID"":""202104831270507"",""BANKNAME"":""ICICI Bank""}",,16120827642007-20210217115714,20210217111212800110168396983777935
3713,"15/02/2021, 09:29 AM","{""ORDERID"":""16106357588119-20210215040733"",""MID"":""WeWork88667919530823"",""TXNID"":""20210215111212800110168668482354743"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-15 09:37:36.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16106357588119"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70477779515"",""BANKNAME"":""Kotak Bank""}",,16106357588119-20210215040733,20210215111212800110168668482354743
3727,"15/02/2021, 10:54 AM","{""ORDERID"":""16106628546711-20210215052612"",""MID"":""WeWork88667919530823"",""TXNID"":""20210215111212800110168903382539102"",""TXNAMOUNT"":""88.50"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-15 10:56:15.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16106628546711"",""GATEWAYNAME"":""PPBL"",""BANKTXNID"":""104646320357""}",,16106628546711-20210215052612,20210215111212800110168903382539102
3734,"15/02/2021, 11:26 AM","{""ORDERID"":""16106730160279-20210215055724"",""MID"":""WeWork88667919530823"",""TXNID"":""20210215111212800110168204782586153"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-15 11:27:25.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16106730160279"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70478543437"",""BANKNAME"":""HDFC""}",,16106730160279-20210215055724,20210215111212800110168204782586153
3742,"15/02/2021, 12:01 PM","{""ORDERID"":""16106846158999-20210215063511"",""MID"":""WeWork88667919530823"",""TXNID"":""20210215111212800110168832482918525"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-15 12:05:12.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16106846158999"",""GATEWAYNAME"":""SBIFSS"",""BANKTXNID"":""202104635498115"",""BANKNAME"":""ICICI Bank""}",,16106846158999-20210215063511,20210215111212800110168832482918525
3767,"15/02/2021, 04:44 PM","{""ORDERID"":""16107857739927-20210215111720"",""MID"":""WeWork88667919530823"",""TXNID"":""20210215111212800110168949483115480"",""TXNAMOUNT"":""7080.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-15 16:47:23.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16107857739927"",""GATEWAYNAME"":""BOBFSS"",""BANKTXNID"":""202104643717121"",""BANKNAME"":""ICICI Bank""}",,16107857739927-20210215111720,20210215111212800110168949483115480
3793,"16/02/2021, 08:43 AM","{""ORDERID"":""16112341975191-20210216034537"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168222183428765"",""TXNAMOUNT"":""1770.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 09:15:38.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16112341975191"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70485421477"",""BANKNAME"":""HDFC Bank""}",,16112341975191-20210216034537,20210216111212800110168222183428765
3807,"16/02/2021, 10:16 AM","{""ORDERID"":""16112580493463-20210216045017"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168039884136310"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 10:20:19.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16112580493463"",""GATEWAYNAME"":""ICICI"",""BANKTXNID"":""0046201987"",""BANKNAME"":""ICICI""}",,16112580493463-20210216045017,20210216111212800110168039884136310
4059,"16/02/2021, 11:00 AM","{""ORDERID"":""16132019323031-20210219055757"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168404983380035"",""TXNAMOUNT"":""708.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 11:27:58.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16132019323031"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70509326596"",""BANKNAME"":""Axis Bank""}",,16132019323031-20210219055757,20210219111212800110168404983380035
4056,"16/02/2021, 11:02 AM","{""ORDERID"":""16112956965015-20210219054531"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168035084853521"",""TXNAMOUNT"":""4720.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 11:15:32.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16112956965015"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70509240714"",""BANKNAME"":""Axis Bank""}",,16112956965015-20210219054531,20210219111212800110168035084853521
3829,"16/02/2021, 11:36 AM","{""ORDERID"":""16112938123415-20210216063548"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168967483204690"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 12:05:49.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16112938123415"",""GATEWAYNAME"":""PPBLC"",""BANKTXNID"":""104759475048""}",,16112938123415-20210216063548,20210216111212800110168967483204690
3859,"16/02/2021, 01:05 PM","{""ORDERID"":""16113584537751-20210216153557"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168180382749908"",""TXNAMOUNT"":""590.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 21:05:59.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16113584537751"",""GATEWAYNAME"":""PPBEX"",""BANKTXNID"":""104772689325""}",,16113584537751-20210216153557,20210216111212800110168180382749908
3833,"16/02/2021, 01:25 PM","{""ORDERID"":""16113238638743-20210216075620"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168854583046960"",""TXNAMOUNT"":""590.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 13:26:21.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16113238638743"",""GATEWAYNAME"":""PPBLC"",""BANKTXNID"":""104761276440""}",,16113238638743-20210216075620,20210216111212800110168854583046960
3852,"16/02/2021, 02:11 PM","{""ORDERID"":""16114115117207-20210216115200"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168440883124609"",""TXNAMOUNT"":""295.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 17:22:01.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16114115117207"",""GATEWAYNAME"":""ICICI"",""BANKTXNID"":""104717173050""}",,16114115117207-20210216115200,20210216111212800110168440883124609
3846,"16/02/2021, 04:18 PM","{""ORDERID"":""16113878401175-20210216105607"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168611883683317"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 16:26:08.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16113878401175"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70488495516"",""BANKNAME"":""Kotak Bank""}",,16113878401175-20210216105607,20210216111212800110168611883683317
3847,"16/02/2021, 04:19 PM","{""ORDERID"":""16113887084695-20210216105800"",""MID"":""WeWork88667919530823"",""TXNID"":""20210216111212800110168948783220977"",""TXNAMOUNT"":""88.50"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-16 16:28:01.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16113887084695"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70488506516"",""BANKNAME"":""Kotak Bank""}",,16113887084695-20210216105800,20210216111212800110168948783220977
3939,"17/02/2021, 04:47 PM","{""ORDERID"":""16120724357271-20210217112832"",""MID"":""WeWork88667919530823"",""TXNID"":""20210217111212800110168657083753885"",""TXNAMOUNT"":""590.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-17 16:58:34.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16120724357271"",""GATEWAYNAME"":""ICICI"",""BANKTXNID"":""0047234521"",""BANKNAME"":""ICICI""}",,16120724357271-20210217112832,20210217111212800110168657083753885
4007,"18/02/2021, 02:11 PM","{""ORDERID"":""16126226333847-20210218085812"",""MID"":""WeWork88667919530823"",""TXNID"":""20210218111212800110168912683306476"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-18 14:28:13.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16126226333847"",""GATEWAYNAME"":""PPBLC"",""BANKTXNID"":""104908728407""}",,16126226333847-20210218085812,20210218111212800110168912683306476
4008,"18/02/2021, 02:29 PM","{""ORDERID"":""16126282563735-20210218090157"",""MID"":""WeWork88667919530823"",""TXNID"":""20210218111212800110168229684012774"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-18 14:31:58.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16126282563735"",""GATEWAYNAME"":""PPBLC"",""BANKTXNID"":""104908773544""}",,16126282563735-20210218090157,20210218111212800110168229684012774
4010,"18/02/2021, 03:33 PM","{""ORDERID"":""16126521999511-20210218100800"",""MID"":""WeWork88667919530823"",""TXNID"":""20210218111212800110168884683669815"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-18 15:38:01.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16126521999511"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210499963733"",""BANKNAME"":""HDFC""}",,16126521999511-20210218100800,20210218111212800110168884683669815
4033,"19/02/2021, 09:28 AM","{""ORDERID"":""16131569025175-20210219040620"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168609783529577"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 09:36:21.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16131569025175"",""GATEWAYNAME"":""AMEXADV"",""BANKTXNID"":""21021912927"",""BANKNAME"":""American Express""}",,16131569025175-20210219040620,20210219111212800110168609783529577
4060,"19/02/2021, 10:19 AM","{""ORDERID"":""16132063789207-20210219060820"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168735083846155"",""TXNAMOUNT"":""295.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 11:38:21.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16132063789207"",""GATEWAYNAME"":""PPBL"",""BANKTXNID"":""105071864485""}",,16132063789207-20210219060820,20210219111212800110168735083846155
4068,"19/02/2021, 10:53 AM","{""ORDERID"":""16131881828503-20210219071209"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168700283530792"",""TXNAMOUNT"":""2950.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 12:42:10.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16131881828503"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70509929237"",""BANKNAME"":""RBL Bank""}",,16131881828503-20210219071209,20210219111212800110168700283530792
4092,"19/02/2021, 02:35 PM","{""ORDERID"":""16133679513751-20210219125217"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168983584961421"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 18:22:18.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16133679513751"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70512386032"",""BANKNAME"":""AXIS""}",,16133679513751-20210219125217,20210219111212800110168983584961421
4221,"19/02/2021, 04:33 PM","{""ORDERID"":""16156955312279-20210223054034"",""MID"":""WeWork88667919530823"",""TXNID"":""20210223111212800110168133784976365"",""TXNAMOUNT"":""295.00"",""PAYMENTMODE"":""NB"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-23 11:10:35.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16156955312279"",""GATEWAYNAME"":""HDFC"",""BANKTXNID"":""210543507706"",""BANKNAME"":""HDFC""}",,16156955312279-20210223054034,20210223111212800110168133784976365
4093,"19/02/2021, 04:46 PM","{""ORDERID"":""16133312053399-20210219130032"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168742484249672"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 18:30:33.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16133312053399"",""GATEWAYNAME"":""PPBL"",""BANKTXNID"":""105018464848""}",,16133312053399-20210219130032,20210219111212800110168742484249672
4086,"19/02/2021, 04:47 PM","{""ORDERID"":""16133316182167-20210219112200"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168031984926538"",""TXNAMOUNT"":""472.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 16:52:02.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16133316182167"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70511719955"",""BANKNAME"":""ICICI Bank""}",,16133316182167-20210219112200,20210219111212800110168031984926538
4087,"19/02/2021, 04:47 PM","{""ORDERID"":""16133327880343-20210219112418"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168976484458546"",""TXNAMOUNT"":""177.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 16:54:21.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16133327880343"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70511735672"",""BANKNAME"":""ICICI Bank""}",,16133327880343-20210219112418,20210219111212800110168976484458546
4091,"19/02/2021, 06:03 PM","{""ORDERID"":""16133610340503-20210219123418"",""MID"":""WeWork88667919530823"",""TXNID"":""20210219111212800110168592283952323"",""TXNAMOUNT"":""1180.00"",""PAYMENTMODE"":""DC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-19 18:04:19.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16133610340503"",""GATEWAYNAME"":""ICICIPAY"",""BANKTXNID"":""70512221990"",""BANKNAME"":""IndusInd Bank""}",,16133610340503-20210219123418,20210219111212800110168592283952323
4130,"22/02/2021, 10:18 AM","{""ORDERID"":""16150929637527-20210222045352"",""MID"":""WeWork88667919530823"",""TXNID"":""20210222111212800110168366984743695"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-22 10:23:54.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16150929637527"",""GATEWAYNAME"":""PPBLC"",""BANKTXNID"":""105394959209""}",,16150929637527-20210222045352,20210222111212800110168366984743695
4162,"22/02/2021, 01:47 PM","{""CURRENCY"":""INR"",""GATEWAYNAME"":""WALLET"",""RESPMSG"":""Txn Success"",""BANKNAME"":""WALLET"",""PAYMENTMODE"":""PPI"",""MID"":""WeWork88667919530823"",""MERC_UNQ_REF"":""16151651025047"",""RESPCODE"":""01"",""TXNID"":""20210222111212800110168089384931297"",""TXNAMOUNT"":""708.00"",""ORDERID"":""16151651025047-20210222081937"",""STATUS"":""TXN_SUCCESS"",""BANKTXNID"":""153329011638"",""TXNDATE"":""2021-02-22 13:49:38.0""}",,16151651025047-20210222081937,20210222111212800110168089384931297
4218,"23/02/2021, 10:50 AM","{""ORDERID"":""16156944203927-20210223053734"",""MID"":""WeWork88667919530823"",""TXNID"":""20210223111212800110168847584839957"",""TXNAMOUNT"":""295.00"",""PAYMENTMODE"":""PPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-23 11:07:36.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16156944203927"",""GATEWAYNAME"":""WALLET"",""BANKTXNID"":""153375593935"",""BANKNAME"":""WALLET""}",,16156944203927-20210223053734,20210223111212800110168847584839957
4236,"23/02/2021, 03:24 PM","{""ORDERID"":""16157808853143-20210223095944"",""MID"":""WeWork88667919530823"",""TXNID"":""20210223111212800110168889884806491"",""TXNAMOUNT"":""236.00"",""PAYMENTMODE"":""CC"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-23 15:29:45.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16157808853143"",""GATEWAYNAME"":""BOBFSS"",""BANKTXNID"":""202105436946772"",""BANKNAME"":""ICICI Bank""}",,16157808853143-20210223095944,20210223111212800110168889884806491
4245,"23/02/2021, 04:58 PM","{""ORDERID"":""16158558093463-20210223133023"",""MID"":""WeWork88667919530823"",""TXNID"":""20210223111212800110168057484973134"",""TXNAMOUNT"":""88.50"",""PAYMENTMODE"":""UPI"",""CURRENCY"":""INR"",""TXNDATE"":""2021-02-23 19:00:24.0"",""STATUS"":""TXN_SUCCESS"",""RESPCODE"":""01"",""RESPMSG"":""Txn Success"",""MERC_UNQ_REF"":""16158558093463"",""GATEWAYNAME"":""PPBL"",""BANKTXNID"":""105419808016""}",,16158558093463-20210223133023,20210223111212800110168057484973134
